contrast	Subtype	estimate	SE	df	z.ratio	p.value
Calcarine Cortex - Lateral Orbital Gyrus	IH	0.06753564079798184	0.0203409622554012	Inf	3.3201792496345095	0.8549248400282019
Calcarine Cortex - Basal Forebrain	IH	0.0025742820112431286	0.020340962255401208	Inf	0.1265565502221789	1
Calcarine Cortex - Subcallosal Area	IH	0.03951867763279038	0.020340962255401208	Inf	1.9428125934552012	1
Calcarine Cortex - Posterior Cingulate Gyrus	IH	0.04138037774775764	0.0203409622554012	Inf	2.034337276092717	1
Calcarine Cortex - Angular Gyrus	IH	0.022904812617719355	0.020340962255401208	Inf	1.1260437107215693	1
Calcarine Cortex - Frontal Pole	IH	-0.02132795986687537	0.020340962255401218	Inf	-1.048522660780813	1
Calcarine Cortex - Frontal Operculum	IH	0.08555557044591103	0.020340962255401204	Inf	4.206072916889326	0.05421289480869962
Calcarine Cortex - Parietal Operculum	IH	0.05272901966853449	0.020340962255401208	Inf	2.592257878780202	0.9999999988112129
Calcarine Cortex - Cuneus	IH	0.0212306185495377	0.02034096225540121	Inf	1.0437371783579341	1
Calcarine Cortex - Anterior Orbital Gyrus	IH	0.053247637853347574	0.02034096225540121	Inf	2.6177541251377394	0.9999999947761659
Calcarine Cortex - Cerebellum White Matter	IH	-0.08719313061987613	0.020340962255401204	Inf	-4.286578458043373	0.03817287625003207
Calcarine Cortex - Superior Temporal Gyrus	IH	0.028914695939451382	0.02034096225540121	Inf	1.4215008895055372	1
Calcarine Cortex - Pallidum	IH	-0.11029188010019442	0.020340962255401204	Inf	-5.422156470051373	1.2629885749626535e-4
Calcarine Cortex - Cerebellum Exterior	IH	-0.100079548100756	0.02034096225540121	Inf	-4.920099002404938	0.0018537151422093334
Calcarine Cortex - Superior Occipital Gyrus	IH	-0.01999618052576571	0.020340962255401208	Inf	-0.9830498810574241	1
Calcarine Cortex - Medial Frontal Cortex	IH	0.06912468388964518	0.020340962255401208	Inf	3.3982995996804557	0.7665843695036567
Calcarine Cortex - Occipital Pole	IH	0.018300382865360492	0.020340962255401208	Inf	0.899681275427426	1
Calcarine Cortex - Posterior Insula	IH	0.008967319507863662	0.020340962255401204	Inf	0.44085030960039956	1
Calcarine Cortex - (Cerebellar Vermal Lobules I-V)	IH	-0.12123045096719207	0.020340962255401208	Inf	-5.9599172077024685	5.413230942052927e-6
Entorhinal Area - Postcentral Gyrus	IH	0.04758948804056686	0.020340962255401208	Inf	2.3395888278554895	1
Entorhinal Area - Middle Cingulate Gyrus	IH	0.0806684033771962	0.020340962255401215	Inf	3.9658105828192083	0.14521552336474763
Entorhinal Area - Medial Orbital Gyrus	IH	0.1089786216632823	0.020340962255401215	Inf	5.35759421284727	1.8088735319521376e-4
Entorhinal Area - (Cerebellar Vermal Lobules VI-VII)	IH	-0.07175819337472164	0.020340962255401215	Inf	-3.527767884022665	0.5930699106534293
Entorhinal Area - Cerebral White Matter	IH	-0.027178518941710608	0.020340962255401215	Inf	-1.336147159630749	1
Entorhinal Area - Middle Occipital Gyrus	IH	0.04272745761706974	0.020340962255401204	Inf	2.1005622585885373	1
Entorhinal Area - Planum Polare	IH	0.08320350893791897	0.020340962255401204	Inf	4.090441144977085	0.08821923398873222
Entorhinal Area - (Cerebellar Vermal Lobules VIII-X)	IH	-0.0849767005651259	0.02034096225540121	Inf	-4.177614583723134	0.06123380830592351
Entorhinal Area - Parahippocampus Gyrus	IH	0.004317641700597103	0.02034096225540121	Inf	0.21226339473938227	1
Entorhinal Area - Superior Frontal Gyrus Medial Segment	IH	0.09937726584207725	0.020340962255401208	Inf	4.885573484395471	0.002209656830737039
Entorhinal Area - Middle Frontal Gyrus	IH	0.11402406008593723	0.02034096225540121	Inf	5.605637464651408	4.450558616331257e-5
Entorhinal Area - Anterior Cingulate Gyrus	IH	0.10882837110422924	0.020340962255401215	Inf	5.350207612490487	1.884277679569113e-4
Entorhinal Area - Precentral Gyrus	IH	0.06545140344042402	0.020340962255401208	Inf	3.217714217184808	0.9375560616499761
Entorhinal Area - Orbital Part of the Inferior Frontal Gyrus	IH	0.10070331356417965	0.020340962255401204	Inf	4.95076448693766	0.0015843821409036174
Entorhinal Area - Temporal Pole	IH	0.02292555137519012	0.020340962255401204	Inf	1.1270632670832779	1
Entorhinal Area - Ventral DC	IH	0.004479644804399619	0.020340962255401208	Inf	0.22022777232233065	1
Entorhinal Area - Inferior Temporal Gyrus	IH	0.04857449932057173	0.020340962255401204	Inf	2.3880138368416457	0.9999999999999999
Entorhinal Area - Opercular Part of the Inferior Frontal Gyrus	IH	0.10230949337066042	0.020340962255401215	Inf	5.029727310146981	0.0010530220063711404
Entorhinal Area - Transverse Temporal Gyrus	IH	0.10512426578108919	0.020340962255401215	Inf	5.16810682115961	5.071149125543961e-4
Entorhinal Area - Planum Temporale	IH	0.09402972813864463	0.020340962255401208	Inf	4.622678463192004	0.008092709119000951
Entorhinal Area - Precuneus	IH	0.08470952675960072	0.020340962255401208	Inf	4.164479816440714	0.06474738275869263
Entorhinal Area - Brainstem	IH	-0.06874634730354337	0.020340962255401208	Inf	-3.379699860820936	0.7892504532227673
Entorhinal Area - Superior Parietal Lobule	IH	0.034426078708657444	0.020340962255401204	Inf	1.692450842610269	1
Entorhinal Area - Hippocampus	IH	0.04229865802074346	0.02034096225540121	Inf	2.0794816631406774	1
Entorhinal Area - Occipital Fusiform Gyrus	IH	0.05761643113921684	0.0203409622554012	Inf	2.8325322281111736	0.999951247249973
Entorhinal Area - Supramarginal Gyrus	IH	0.0523376831385726	0.020340962255401208	Inf	2.5730190382057856	0.9999999996363046
Entorhinal Area - Gyrus Rectus	IH	0.1027101732445068	0.020340962255401215	Inf	5.049425487097287	9.500854827517724e-4
Entorhinal Area - Middle Temporal Gyrus	IH	0.07956454551311931	0.020340962255401215	Inf	3.9115428520099744	0.17858227251452208
Entorhinal Area - Posterior Orbital Gyrus	IH	0.09180330624432091	0.020340962255401208	Inf	4.513223371226897	0.013602446298085713
Entorhinal Area - Amygdala	IH	0.012926131353246238	0.020340962255401215	Inf	0.6354729530956144	1
Entorhinal Area - Postcentral Gyrus Medial Segment	IH	0.002657516379397322	0.020340962255401215	Inf	0.13064850846432605	1
Entorhinal Area - Anterior Insula	IH	0.07031692929813264	0.020340962255401204	Inf	3.4569126285783827	0.690362355087931
Entorhinal Area - Optic Chiasm	IH	-0.044965430374877845	0.02034096225540121	Inf	-2.210585212749117	1
Entorhinal Area - Superior Frontal Gyrus	IH	0.0809211468643847	0.02034096225540121	Inf	3.9782359284845246	0.13836990408573357
Entorhinal Area - Caudate	IH	4.2466123986179406e-4	0.020340962255401215	Inf	0.02087714605286346	1
Entorhinal Area - Lingual Gyrus	IH	0.05525031909897668	0.020340962255401208	Inf	2.7162097055809573	0.9999993268399404
Entorhinal Area - Precentral Gyrus Medial Segment	IH	0.031425422134919036	0.020340962255401208	Inf	1.5449329161689256	1
Entorhinal Area - Lateral Orbital Gyrus	IH	0.10578535598747396	0.0203409622554012	Inf	5.200607260326853	4.2598874672572506e-4
Entorhinal Area - Basal Forebrain	IH	0.04082399720073524	0.020340962255401215	Inf	2.0069845609145207	1
Entorhinal Area - Subcallosal Area	IH	0.0777683928222825	0.02034096225540121	Inf	3.8232406041475433	0.24612953134278026
Entorhinal Area - Posterior Cingulate Gyrus	IH	0.07963009293724976	0.020340962255401208	Inf	3.914765286785059	0.17643643082358984
Entorhinal Area - Angular Gyrus	IH	0.061154527807211465	0.020340962255401215	Inf	3.0064717214139103	0.9965751951058739
Entorhinal Area - Frontal Pole	IH	0.01692175532261674	0.020340962255401218	Inf	0.8319053499115282	1
Entorhinal Area - Frontal Operculum	IH	0.12380528563540313	0.020340962255401208	Inf	6.0865009275816675	2.4754338779908736e-6
Entorhinal Area - Parietal Operculum	IH	0.0909787348580266	0.020340962255401215	Inf	4.472685889472543	0.01643222421616708
Entorhinal Area - Cuneus	IH	0.05948033373902981	0.020340962255401218	Inf	2.924165189050275	0.9994016019505584
Entorhinal Area - Anterior Orbital Gyrus	IH	0.09149735304283968	0.020340962255401215	Inf	4.49818213583008	0.014593695177499644
Entorhinal Area - Cerebellum White Matter	IH	-0.04894341543038402	0.020340962255401218	Inf	-2.406150447351028	0.9999999999999992
Entorhinal Area - Superior Temporal Gyrus	IH	0.06716441112894349	0.020340962255401218	Inf	3.3019289001978778	0.8726314127915935
Entorhinal Area - Pallidum	IH	-0.07204216491070231	0.02034096225540121	Inf	-3.54172845935903	0.5737963650466442
Entorhinal Area - Cerebellum Exterior	IH	-0.06182983291126389	0.020340962255401215	Inf	-3.0396709917125957	0.9938183677970979
Entorhinal Area - Superior Occipital Gyrus	IH	0.0182535346637264	0.020340962255401215	Inf	0.8973781296349177	1
Entorhinal Area - Medial Frontal Cortex	IH	0.1073743990791373	0.020340962255401208	Inf	5.2787276103727985	2.7899129430519753e-4
Entorhinal Area - Occipital Pole	IH	0.0565500980548526	0.020340962255401208	Inf	2.7801092861197683	0.9999916047573252
Entorhinal Area - Posterior Insula	IH	0.047217034697355775	0.020340962255401208	Inf	2.3212783202927416	1
Entorhinal Area - (Cerebellar Vermal Lobules I-V)	IH	-0.08298073577769996	0.020340962255401208	Inf	-4.079489197010126	0.09227722461131294
Postcentral Gyrus - Middle Cingulate Gyrus	IH	0.03307891533662934	0.020340962255401215	Inf	1.6262217549637197	1
Postcentral Gyrus - Medial Orbital Gyrus	IH	0.06138913362271545	0.0203409622554012	Inf	3.018005384991784	0.995766759041149
Postcentral Gyrus - (Cerebellar Vermal Lobules VI-VII)	IH	-0.1193476814152885	0.020340962255401208	Inf	-5.8673567118781556	9.497958641913051e-6
Postcentral Gyrus - Cerebral White Matter	IH	-0.07476800698227747	0.020340962255401204	Inf	-3.6757359874862394	0.3987705284366848
Postcentral Gyrus - Middle Occipital Gyrus	IH	-0.004862030423497119	0.020340962255401204	Inf	-0.23902656926695234	1
Postcentral Gyrus - Planum Polare	IH	0.035614020897352106	0.0203409622554012	Inf	1.7508523171215955	1
Postcentral Gyrus - (Cerebellar Vermal Lobules VIII-X)	IH	-0.13256618860569275	0.0203409622554012	Inf	-6.517203411578625	1.5364689009977894e-7
Postcentral Gyrus - Parahippocampus Gyrus	IH	-0.043271846339969756	0.020340962255401204	Inf	-2.1273254331161073	1
Postcentral Gyrus - Superior Frontal Gyrus Medial Segment	IH	0.05178777780151039	0.020340962255401204	Inf	2.545984656539983	0.9999999999379044
Postcentral Gyrus - Middle Frontal Gyrus	IH	0.06643457204537037	0.020340962255401204	Inf	3.2660486367959205	0.9037304470173664
Postcentral Gyrus - Anterior Cingulate Gyrus	IH	0.06123888306366239	0.0203409622554012	Inf	3.010618784635001	0.9963008784196807
Postcentral Gyrus - Precentral Gyrus	IH	0.017861915399857167	0.0203409622554012	Inf	0.8781253893293193	1
Postcentral Gyrus - Orbital Part of the Inferior Frontal Gyrus	IH	0.053113825523612795	0.020340962255401204	Inf	2.6111756590821704	0.9999999964006507
Postcentral Gyrus - Temporal Pole	IH	-0.024663936665376737	0.020340962255401197	Inf	-1.212525560772212	1
Postcentral Gyrus - Ventral DC	IH	-0.04310984323616724	0.0203409622554012	Inf	-2.1193610555331595	1
Postcentral Gyrus - Inferior Temporal Gyrus	IH	9.8501128000487e-4	0.020340962255401197	Inf	0.04842500898615634	1
Postcentral Gyrus - Opercular Part of the Inferior Frontal Gyrus	IH	0.05472000533009356	0.020340962255401204	Inf	2.690138482291494	0.9999997897715391
Postcentral Gyrus - Transverse Temporal Gyrus	IH	0.05753477774052233	0.020340962255401197	Inf	2.8285179933041245	0.9999570047595924
Postcentral Gyrus - Planum Temporale	IH	0.046440240098077776	0.0203409622554012	Inf	2.2830896353365167	1
Postcentral Gyrus - Precuneus	IH	0.03712003871903387	0.0203409622554012	Inf	1.824890988585226	1
Postcentral Gyrus - Brainstem	IH	-0.11633583534411022	0.020340962255401197	Inf	-5.719288688676428	2.294499824817553e-5
Postcentral Gyrus - Superior Parietal Lobule	IH	-0.013163409331909418	0.020340962255401197	Inf	-0.647137985245221	1
Postcentral Gyrus - Hippocampus	IH	-0.005290830019823402	0.020340962255401197	Inf	-0.2601071647148115	1
Postcentral Gyrus - Occipital Fusiform Gyrus	IH	0.010026943098649987	0.020340962255401197	Inf	0.49294340025568373	1
Postcentral Gyrus - Supramarginal Gyrus	IH	0.004748195098005739	0.0203409622554012	Inf	0.23343021035029626	1
Postcentral Gyrus - Gyrus Rectus	IH	0.05512068520393995	0.020340962255401215	Inf	2.7098366592417986	0.9999994896538286
Postcentral Gyrus - Middle Temporal Gyrus	IH	0.03197505747255246	0.020340962255401204	Inf	1.5719540241544872	1
Postcentral Gyrus - Posterior Orbital Gyrus	IH	0.04421381820375404	0.020340962255401197	Inf	2.1736345433714086	1
Postcentral Gyrus - Amygdala	IH	-0.03466335668732062	0.020340962255401204	Inf	-1.704115874759875	1
Postcentral Gyrus - Postcentral Gyrus Medial Segment	IH	-0.04493197166116954	0.0203409622554012	Inf	-2.208940319391164	1
Postcentral Gyrus - Anterior Insula	IH	0.02272744125756578	0.0203409622554012	Inf	1.117323800722893	1
Postcentral Gyrus - Optic Chiasm	IH	-0.0925549184154447	0.0203409622554012	Inf	-4.550174040604608	0.011431721463402766
Postcentral Gyrus - Superior Frontal Gyrus	IH	0.03333165882381785	0.0203409622554012	Inf	1.6386471006290366	1
Postcentral Gyrus - Caudate	IH	-0.047164826800705065	0.020340962255401208	Inf	-2.318711681802626	1
Postcentral Gyrus - Lingual Gyrus	IH	0.007660831058409819	0.020340962255401204	Inf	0.37662087772546815	1
Postcentral Gyrus - Precentral Gyrus Medial Segment	IH	-0.016164065905647826	0.020340962255401208	Inf	-0.7946559116865636	1
Postcentral Gyrus - Lateral Orbital Gyrus	IH	0.0581958679469071	0.020340962255401194	Inf	2.8610184324713637	0.9998857519641938
Postcentral Gyrus - Basal Forebrain	IH	-0.00676549083983162	0.020340962255401208	Inf	-0.3326042669409681	1
Postcentral Gyrus - Subcallosal Area	IH	0.030178904781715633	0.02034096225540121	Inf	1.483651776292054	1
Postcentral Gyrus - Posterior Cingulate Gyrus	IH	0.032040604896682895	0.020340962255401204	Inf	1.5751764589295694	1
Postcentral Gyrus - Angular Gyrus	IH	0.013565039766644606	0.020340962255401208	Inf	0.6668828935584221	1
Postcentral Gyrus - Frontal Pole	IH	-0.03066773271795012	0.02034096225540121	Inf	-1.5076834779439603	1
Postcentral Gyrus - Frontal Operculum	IH	0.07621579759483627	0.0203409622554012	Inf	3.746912099726179	0.31889754702925577
Postcentral Gyrus - Parietal Operculum	IH	0.04338924681745974	0.020340962255401215	Inf	2.1330970616170544	1
Postcentral Gyrus - Cuneus	IH	0.011890845698462951	0.020340962255401208	Inf	0.5845763611947873	1
Postcentral Gyrus - Anterior Orbital Gyrus	IH	0.043907865002272825	0.020340962255401208	Inf	2.1585933079745927	1
Postcentral Gyrus - Cerebellum White Matter	IH	-0.09653290347095088	0.020340962255401208	Inf	-4.745739275206518	0.0044462459908179985
Postcentral Gyrus - Superior Temporal Gyrus	IH	0.019574923088376633	0.020340962255401204	Inf	0.9623400723423907	1
Postcentral Gyrus - Pallidum	IH	-0.11963165295126917	0.0203409622554012	Inf	-5.881317287214522	8.730413880497778e-6
Postcentral Gyrus - Cerebellum Exterior	IH	-0.10941932095183075	0.020340962255401204	Inf	-5.379259819568087	1.6041748526351984e-4
Postcentral Gyrus - Superior Occipital Gyrus	IH	-0.02933595337684046	0.020340962255401208	Inf	-1.4422106982205711	1
Postcentral Gyrus - Medial Frontal Cortex	IH	0.059784911038570435	0.020340962255401204	Inf	2.939138782517309	0.9991509468335671
Postcentral Gyrus - Occipital Pole	IH	0.008960610014285744	0.020340962255401204	Inf	0.44052045826427916	1
Postcentral Gyrus - Posterior Insula	IH	-3.724533432110863e-4	0.020340962255401208	Inf	-0.01831050756274755	1
Postcentral Gyrus - (Cerebellar Vermal Lobules I-V)	IH	-0.13057022381826683	0.020340962255401204	Inf	-6.419078024865617	2.940839772813675e-7
Middle Cingulate Gyrus - Medial Orbital Gyrus	IH	0.0283102182860861	0.020340962255401204	Inf	1.3917836300280628	1
Middle Cingulate Gyrus - (Cerebellar Vermal Lobules VI-VII)	IH	-0.15242659675191783	0.020340962255401215	Inf	-7.493578466841872	1.4383827462438603e-10
Middle Cingulate Gyrus - Cerebral White Matter	IH	-0.1078469223189068	0.02034096225540121	Inf	-5.301957742449957	2.4571681757268315e-4
Middle Cingulate Gyrus - Middle Occipital Gyrus	IH	-0.037940945760126465	0.020340962255401215	Inf	-1.8652483242306719	1
Middle Cingulate Gyrus - Planum Polare	IH	0.002535105560722766	0.020340962255401208	Inf	0.12463056215787484	1
Middle Cingulate Gyrus - (Cerebellar Vermal Lobules VIII-X)	IH	-0.1656451039423221	0.02034096225540121	Inf	-8.143425166542341	7.144285163462882e-13
Middle Cingulate Gyrus - Parahippocampus Gyrus	IH	-0.0763507616765991	0.02034096225540121	Inf	-3.7535471880798266	0.3120318229168698
Middle Cingulate Gyrus - Superior Frontal Gyrus Medial Segment	IH	0.01870886246488105	0.020340962255401208	Inf	0.9197629015762624	1
Middle Cingulate Gyrus - Middle Frontal Gyrus	IH	0.03335565670874102	0.02034096225540121	Inf	1.639826881832199	1
Middle Cingulate Gyrus - Anterior Cingulate Gyrus	IH	0.028159967727033046	0.020340962255401208	Inf	1.3843970296712798	1
Middle Cingulate Gyrus - Precentral Gyrus	IH	-0.015216999936772176	0.020340962255401208	Inf	-0.7480963656344012	1
Middle Cingulate Gyrus - Orbital Part of the Inferior Frontal Gyrus	IH	0.020034910186983453	0.020340962255401204	Inf	0.9849539041184502	1
Middle Cingulate Gyrus - Temporal Pole	IH	-0.05774285200200608	0.020340962255401208	Inf	-2.8387473157359318	0.9999409418189097
Middle Cingulate Gyrus - Ventral DC	IH	-0.07618875857279658	0.020340962255401208	Inf	-3.7455828104968787	0.3202852934996153
Middle Cingulate Gyrus - Inferior Temporal Gyrus	IH	-0.032093904056624475	0.020340962255401208	Inf	-1.577796745977564	1
Middle Cingulate Gyrus - Opercular Part of the Inferior Frontal Gyrus	IH	0.021641089993464216	0.020340962255401215	Inf	1.063916727327773	1
Middle Cingulate Gyrus - Transverse Temporal Gyrus	IH	0.02445586240389299	0.020340962255401208	Inf	1.202296238340403	1
Middle Cingulate Gyrus - Planum Temporale	IH	0.01336132476144843	0.020340962255401208	Inf	0.6568678803727955	1
Middle Cingulate Gyrus - Precuneus	IH	0.004041123382404525	0.020340962255401208	Inf	0.19866923362150538	1
Middle Cingulate Gyrus - Brainstem	IH	-0.14941475068073956	0.020340962255401208	Inf	-7.345510443640144	4.3961168039174936e-10
Middle Cingulate Gyrus - Superior Parietal Lobule	IH	-0.04624232466853876	0.020340962255401204	Inf	-2.2733597402089414	1
Middle Cingulate Gyrus - Hippocampus	IH	-0.038369745356452746	0.020340962255401208	Inf	-1.8863289196785316	1
Middle Cingulate Gyrus - Occipital Fusiform Gyrus	IH	-0.023051972237979355	0.02034096225540121	Inf	-1.1332783547080365	1
Middle Cingulate Gyrus - Supramarginal Gyrus	IH	-0.028330720238623604	0.020340962255401208	Inf	-1.392791544613424	1
Middle Cingulate Gyrus - Gyrus Rectus	IH	0.022041769867310608	0.020340962255401218	Inf	1.083614904278079	1
Middle Cingulate Gyrus - Middle Temporal Gyrus	IH	-0.001103857864076884	0.020340962255401215	Inf	-0.0542677308092331	1
Middle Cingulate Gyrus - Posterior Orbital Gyrus	IH	0.011134902867124704	0.020340962255401208	Inf	0.5474127884076877	1
Middle Cingulate Gyrus - Amygdala	IH	-0.06774227202394996	0.02034096225540121	Inf	-3.330337629723594	0.8445445691313297
Middle Cingulate Gyrus - Postcentral Gyrus Medial Segment	IH	-0.07801088699779887	0.020340962255401215	Inf	-3.8351620743548818	0.2359902691399468
Middle Cingulate Gyrus - Anterior Insula	IH	-0.010351474079063564	0.020340962255401208	Inf	-0.5088979542408275	1
Middle Cingulate Gyrus - Optic Chiasm	IH	-0.12563383375207404	0.02034096225540121	Inf	-6.176395795568325	1.4067213812696266e-6
Middle Cingulate Gyrus - Superior Frontal Gyrus	IH	2.5274348718850453e-4	0.020340962255401208	Inf	0.01242534566531594	1
Middle Cingulate Gyrus - Caudate	IH	-0.0802437421373344	0.020340962255401215	Inf	-3.9449334367663442	0.15736832857709893
Middle Cingulate Gyrus - Lingual Gyrus	IH	-0.025418084278219524	0.02034096225540121	Inf	-1.2496008772382519	1
Middle Cingulate Gyrus - Precentral Gyrus Medial Segment	IH	-0.04924298124227717	0.02034096225540121	Inf	-2.4208776666502834	0.9999999999999971
Middle Cingulate Gyrus - Lateral Orbital Gyrus	IH	0.025116952610277757	0.020340962255401204	Inf	1.234796677507642	1
Middle Cingulate Gyrus - Basal Forebrain	IH	-0.03984440617646096	0.02034096225540121	Inf	-1.9588260219046878	1
Middle Cingulate Gyrus - Subcallosal Area	IH	-0.00290001055491371	0.020340962255401218	Inf	-0.14256997867166576	1
Middle Cingulate Gyrus - Posterior Cingulate Gyrus	IH	-0.0010383104399464445	0.02034096225540121	Inf	-0.051045296034150894	1
Middle Cingulate Gyrus - Angular Gyrus	IH	-0.019513875569984736	0.020340962255401215	Inf	-0.9593388614052977	1
Middle Cingulate Gyrus - Frontal Pole	IH	-0.06374664805457947	0.020340962255401218	Inf	-3.1339052329076793	0.9753565964979767
Middle Cingulate Gyrus - Frontal Operculum	IH	0.04313688225820693	0.020340962255401208	Inf	2.120690344762458	1
Middle Cingulate Gyrus - Parietal Operculum	IH	0.010310331480830399	0.020340962255401215	Inf	0.5068753066533348	1
Middle Cingulate Gyrus - Cuneus	IH	-0.02118806963816639	0.020340962255401215	Inf	-1.0416453937689325	1
Middle Cingulate Gyrus - Anterior Orbital Gyrus	IH	0.010828949665643479	0.020340962255401215	Inf	0.5323715530108722	1
Middle Cingulate Gyrus - Cerebellum White Matter	IH	-0.12961181880758021	0.020340962255401215	Inf	-6.371961030170236	4.003132689778255e-7
Middle Cingulate Gyrus - Superior Temporal Gyrus	IH	-0.01350399224825271	0.020340962255401215	Inf	-0.6638816826213294	1
Middle Cingulate Gyrus - Pallidum	IH	-0.1527105682878985	0.02034096225540121	Inf	-7.507539042178238	1.2931156145867817e-10
Middle Cingulate Gyrus - Cerebellum Exterior	IH	-0.1424982362884601	0.020340962255401215	Inf	-7.005481574531804	5.27962673579907e-9
Middle Cingulate Gyrus - Superior Occipital Gyrus	IH	-0.0624148687134698	0.02034096225540121	Inf	-3.0684324531842906	0.9901540087517079
Middle Cingulate Gyrus - Medial Frontal Cortex	IH	0.026705995701941095	0.020340962255401208	Inf	1.3129170275535886	1
Middle Cingulate Gyrus - Occipital Pole	IH	-0.0241183053223436	0.020340962255401215	Inf	-1.1857012966994407	1
Middle Cingulate Gyrus - Posterior Insula	IH	-0.03345136867984043	0.020340962255401215	Inf	-1.6445322625264671	1
Middle Cingulate Gyrus - (Cerebellar Vermal Lobules I-V)	IH	-0.16364913915489615	0.02034096225540121	Inf	-8.045299779829334	1.9051427102567686e-12
Medial Orbital Gyrus - (Cerebellar Vermal Lobules VI-VII)	IH	-0.18073681503800393	0.0203409622554012	Inf	-8.88536209686994	0
Medial Orbital Gyrus - Cerebral White Matter	IH	-0.1361571406049929	0.0203409622554012	Inf	-6.693741372478023	4.66614685779021e-8
Medial Orbital Gyrus - Middle Occipital Gyrus	IH	-0.06625116404621256	0.020340962255401197	Inf	-3.257031954258737	0.9107471601976069
Medial Orbital Gyrus - Planum Polare	IH	-0.025775112725363335	0.020340962255401197	Inf	-1.2671530678701883	1
Medial Orbital Gyrus - (Cerebellar Vermal Lobules VIII-X)	IH	-0.1939553222284082	0.020340962255401194	Inf	-9.535208796570412	0
Medial Orbital Gyrus - Parahippocampus Gyrus	IH	-0.1046609799626852	0.020340962255401197	Inf	-5.145330818107892	5.726578226611378e-4
Medial Orbital Gyrus - Superior Frontal Gyrus Medial Segment	IH	-0.009601355821205053	0.0203409622554012	Inf	-0.47202072845180043	1
Medial Orbital Gyrus - Middle Frontal Gyrus	IH	0.0050454384226549225	0.020340962255401194	Inf	0.2480432518041369	1
Medial Orbital Gyrus - Anterior Cingulate Gyrus	IH	-1.5025055905305666e-4	0.020340962255401197	Inf	-0.007386600356783031	1
Medial Orbital Gyrus - Precentral Gyrus	IH	-0.04352721822285828	0.020340962255401194	Inf	-2.1398799956624655	1
Medial Orbital Gyrus - Orbital Part of the Inferior Frontal Gyrus	IH	-0.008275308099102648	0.020340962255401194	Inf	-0.40682972590961286	1
Medial Orbital Gyrus - Temporal Pole	IH	-0.08605307028809218	0.020340962255401194	Inf	-4.230530945763998	0.04877931870934005
Medial Orbital Gyrus - Ventral DC	IH	-0.10449897685888268	0.020340962255401197	Inf	-5.137366440524944	5.974514573631184e-4
Medial Orbital Gyrus - Inferior Temporal Gyrus	IH	-0.06040412234271057	0.02034096225540119	Inf	-2.969580376005629	0.9983485342908109
Medial Orbital Gyrus - Opercular Part of the Inferior Frontal Gyrus	IH	-0.006669128292621887	0.020340962255401197	Inf	-0.32786690270028956	1
Medial Orbital Gyrus - Transverse Temporal Gyrus	IH	-0.0038543558821931105	0.020340962255401194	Inf	-0.18948739168765982	1
Medial Orbital Gyrus - Planum Temporale	IH	-0.014948893524637671	0.020340962255401197	Inf	-0.7349157496552675	1
Medial Orbital Gyrus - Precuneus	IH	-0.024269094903681575	0.020340962255401197	Inf	-1.1931143964065578	1
Medial Orbital Gyrus - Brainstem	IH	-0.17772496896682566	0.020340962255401194	Inf	-8.737294073668213	0
Medial Orbital Gyrus - Superior Parietal Lobule	IH	-0.07455254295462486	0.02034096225540119	Inf	-3.665143370237007	0.4115772829364298
Medial Orbital Gyrus - Hippocampus	IH	-0.06667996364253885	0.02034096225540119	Inf	-3.2781125497065973	0.8938367062620775
Medial Orbital Gyrus - Occipital Fusiform Gyrus	IH	-0.05136219052406546	0.020340962255401194	Inf	-2.525061984736101	0.9999999999855096
Medial Orbital Gyrus - Supramarginal Gyrus	IH	-0.05664093852470971	0.02034096225540119	Inf	-2.784575174641489	0.9999901463550638
Medial Orbital Gyrus - Gyrus Rectus	IH	-0.006268448418775491	0.020340962255401204	Inf	-0.3081687257499831	1
Medial Orbital Gyrus - Middle Temporal Gyrus	IH	-0.029414076150162984	0.020340962255401197	Inf	-1.4460513608372965	1
Medial Orbital Gyrus - Posterior Orbital Gyrus	IH	-0.017175315418961397	0.02034096225540119	Inf	-0.8443708416203756	1
Medial Orbital Gyrus - Amygdala	IH	-0.09605249031003607	0.0203409622554012	Inf	-4.722121259751659	0.0049938701200730184
Medial Orbital Gyrus - Postcentral Gyrus Medial Segment	IH	-0.10632110528388498	0.020340962255401197	Inf	-5.226945704382949	3.6958617375815184e-4
Medial Orbital Gyrus - Anterior Insula	IH	-0.038661692365149665	0.02034096225540119	Inf	-1.9006815842688918	1
Medial Orbital Gyrus - Optic Chiasm	IH	-0.15394405203816014	0.020340962255401197	Inf	-7.568179425596393	8.120670802469476e-11
Medial Orbital Gyrus - Superior Frontal Gyrus	IH	-0.028057474798897596	0.020340962255401194	Inf	-1.3793582843627477	1
Medial Orbital Gyrus - Caudate	IH	-0.10855396042342051	0.0203409622554012	Inf	-5.33671706679441	2.0299196507478356e-4
Medial Orbital Gyrus - Lingual Gyrus	IH	-0.05372830256430562	0.0203409622554012	Inf	-2.6413845072663156	0.9999999811046163
Medial Orbital Gyrus - Precentral Gyrus Medial Segment	IH	-0.07755319952836327	0.02034096225540119	Inf	-3.8126612966783497	0.25540255848726523
Medial Orbital Gyrus - Lateral Orbital Gyrus	IH	-0.0031932656758083453	0.020340962255401194	Inf	-0.1569869525204211	1
