L	1.6945975248911904	0.007300764633099795	Inf	1.680288289150711	1.70890676063167
IH	1.559033944898297	0.010226035786850739	Inf	1.5389912830514518	1.5790766067451423
H	1.547777625944906	0.00888780582084801	Inf	1.5303578466344585	1.5651974052553537
IL	1.6659191807564153	0.011045381051202986	Inf	1.6442706317005362	1.6875677298122944
L - IH	0.1355635799928934	0.012564751177077567	Inf	10.789197341226147	0
L - H	0.14681989894628422	0.011501924036308892	Inf	12.764812085596118	0
L - IL	0.028678344134775022	0.01324015131311551	Inf	2.16601332239811	0.16862483368220837
IH - H	0.011256318953390802	0.013548612483315478	Inf	0.8308097207188164	0.9561102869040684
IH - IL	-0.10688523585811839	0.01505231711332925	Inf	-7.100915762893974	7.436051774334373e-12
H - IL	-0.11814155481150919	0.014177218869558783	Inf	-8.333196792579809	6.661338147750939e-16
