Dataset,Subtype,Region,ZS Gray Matter Volume,Cortical Region,Time
ADNI_AD,2,Occipital Fusiform Gyrus,-0.0037468526656108457,OL,AD
ADNI_AD,2,Occipital Pole,-0.41201967854460436,OL,AD
ADNI_AD,2,Opercular Part of the Inferior Frontal Gyrus,0.5801167945314888,FL,AD
ADNI_AD,2,Orbital Part of the Inferior Frontal Gyrus,0.33067626847158343,FL,AD
ADNI_AD,2,Pallidum,-0.13802938544879723,BG,AD
ADNI_AD,2,Parahippocampus Gyrus,0.12235016767946842,TL-M,AD
ADNI_AD,2,Parietal Operculum,0.26737195011452863,FL,AD
ADNI_AD,2,Planum Polare,0.12428015467560938,TL-O,AD
ADNI_AD,2,Planum Temporale,0.09317056666602624,TL-O,AD
ADNI_AD,2,Postcentral Gyrus,0.6453352276242484,PL,AD
ADNI_AD,2,Postcentral Gyrus Medial Segment,0.25656831197302093,PL,AD
ADNI_AD,2,Posterior Cingulate Gyrus,0.23763581020193733,Cing,AD
ADNI_AD,2,Posterior Insula,0.2535793863707667,Ins,AD
ADNI_AD,2,Posterior Orbital Gyrus,0.44548655582072255,FL,AD
ADNI_AD,2,Precentral Gyrus,0.5021628322241928,FL,AD
ADNI_AD,2,Precentral Gyrus Medial Segment,0.2259210801253286,FL,AD
ADNI_AD,2,Precuneus,0.4018751202828389,PL,AD
ADNI_AD,2,Putamen,0.3251946241899191,BG,AD
ADNI_AD,2,Subcallosal Area,0.6203414109692881,FL,AD
ADNI_AD,2,Superior Frontal Gyrus,0.8141066974381697,FL,AD
ADNI_AD,2,Superior Frontal Gyrus Medial Segment,0.5315428046316849,FL,AD
ADNI_AD,2,Superior Occipital Gyrus,0.03736576675577098,OL,AD
ADNI_AD,2,Superior Parietal Lobule,0.5068060097198828,PL,AD
ADNI_AD,2,Superior Temporal Gyrus,0.0038046269323677674,TL-O,AD
ADNI_AD,2,Supplementary Motor Cortex,0.2931243020007332,FL,AD
ADNI_AD,2,Supramarginal Gyrus,0.2749848672642542,PL,AD
ADNI_AD,2,Temporal Pole,-0.003783744139483236,TL-O,AD
ADNI_AD,2,Thalamus Proper,0.523624663905837,SC,AD
ADNI_AD,2,Transverse Temporal Gyrus,0.049480014587363126,TL-O,AD
ADNI_AD,2,Triangular Part of the Inferior Frontal Gyrus,0.5657376899253875,FL,AD
ADNI_AD,2,Ventral DC,-0.04109990565648252,SC,AD
ADNI_AD,3,Accumbens,-0.49110013755733195,BG,AD
ADNI_AD,3,Amygdala,-0.22405700715263333,TL-M,AD
ADNI_AD,3,Angular Gyrus,0.18533502287308576,PL,AD
ADNI_AD,3,Anterior Cingulate Gyrus,-0.40844576588607207,Cing,AD
ADNI_AD,3,Anterior Insula,0.2538022938090704,Ins,AD
ADNI_AD,3,Anterior Orbital Gyrus,-0.3337727702013688,FL,AD
ADNI_AD,3,Basal Forebrain,-0.26157748093035565,SC,AD
ADNI_AD,3,Calcarine Cortex,1.077438403157031,OL,AD
ADNI_AD,3,Caudate,-0.3252965909280894,BG,AD
ADNI_AD,3,Central Operculum,0.21636562654227162,FL,AD
ADNI_AD,3,Cerebral White Matter,-0.595165830384009,SC,AD
ADNI_AD,3,Cuneus,0.43839121325069513,OL,AD
ADNI_AD,3,Entorhinal Area,0.350337619976932,TL-M,AD
ADNI_AD,3,Frontal Operculum,0.031600905880179525,FL,AD
ADNI_AD,3,Frontal Pole,-0.44326773949611453,FL,AD
ADNI_AD,3,Fusiform Gyrus,0.40125275460058113,TL-O,AD
ADNI_AD,3,Gyrus Rectus,-0.09072447543354017,FL,AD
ADNI_AD,3,Hippocampus,-0.04602677690074789,TL-M,AD
ADNI_AD,3,Inferior Occipital Gyrus,0.9576102445502579,OL,AD
ADNI_AD,3,Inferior Temporal Gyrus,0.4844773529028596,TL-O,AD
ADNI_AD,3,Lateral Orbital Gyrus,-0.22269192017568867,FL,AD
ADNI_AD,3,Lingual Gyrus,0.8156339124794898,OL,AD
ADNI_AD,3,Medial Frontal Cortex,-0.20533929599883502,FL,AD
ADNI_AD,3,Medial Orbital Gyrus,-0.25238211628695206,FL,AD
ADNI_AD,3,Middle Cingulate Gyrus,0.06425902819522555,Cing,AD
ADNI_AD,3,Middle Frontal Gyrus,-0.4195605035124765,FL,AD
ADNI_AD,3,Middle Occipital Gyrus,0.4369691670793568,OL,AD
ADNI_AD,3,Middle Temporal Gyrus,0.3789678077946674,TL-O,AD
ADNI_AD,3,Occipital Fusiform Gyrus,0.944472277653028,OL,AD
ADNI_AD,3,Occipital Pole,0.6300190184078254,OL,AD
ADNI_AD,3,Opercular Part of the Inferior Frontal Gyrus,-0.2946091743944149,FL,AD
ADNI_AD,3,Orbital Part of the Inferior Frontal Gyrus,0.19158775380609813,FL,AD
ADNI_AD,3,Pallidum,-0.5551070579669348,BG,AD
ADNI_AD,3,Parahippocampus Gyrus,0.36112120334306996,TL-M,AD
ADNI_AD,3,Parietal Operculum,0.46054230790454187,FL,AD
ADNI_AD,3,Planum Polare,-0.05792709886770597,TL-O,AD
ADNI_AD,3,Planum Temporale,0.09806105658203375,TL-O,AD
ADNI_AD,3,Postcentral Gyrus,-0.3619050953084318,PL,AD
ADNI_AD,3,Postcentral Gyrus Medial Segment,-0.2936858744079108,PL,AD
ADNI_AD,3,Posterior Cingulate Gyrus,0.15260028247586788,Cing,AD
ADNI_AD,3,Posterior Insula,0.21934707973036593,Ins,AD
ADNI_AD,3,Posterior Orbital Gyrus,-0.20351522004531403,FL,AD
ADNI_AD,3,Precentral Gyrus,-0.2924258681077272,FL,AD
ADNI_AD,3,Precentral Gyrus Medial Segment,-0.1771090054972233,FL,AD
ADNI_AD,3,Precuneus,0.059444624163737386,PL,AD
ADNI_AD,3,Putamen,-0.32321041675120027,BG,AD
ADNI_AD,3,Subcallosal Area,-0.06463026700290987,FL,AD
ADNI_AD,3,Superior Frontal Gyrus,-0.5404204942919393,FL,AD
ADNI_AD,3,Superior Frontal Gyrus Medial Segment,-0.29551781237481456,FL,AD
ADNI_AD,3,Superior Occipital Gyrus,0.4187329781606395,OL,AD
ADNI_AD,3,Superior Parietal Lobule,0.3350268207055107,PL,AD
ADNI_AD,3,Superior Temporal Gyrus,0.31966912090926264,TL-O,AD
ADNI_AD,3,Supplementary Motor Cortex,-0.4595611627529549,FL,AD
ADNI_AD,3,Supramarginal Gyrus,0.25126406438074816,PL,AD
ADNI_AD,3,Temporal Pole,0.31348697347644294,TL-O,AD
ADNI_AD,3,Thalamus Proper,-0.14195612275102312,SC,AD
ADNI_AD,3,Transverse Temporal Gyrus,0.10352331107362613,TL-O,AD
ADNI_AD,3,Triangular Part of the Inferior Frontal Gyrus,-0.06877680826781725,FL,AD
ADNI_AD,3,Ventral DC,0.0969172301849054,SC,AD
